date,category,indicator,value,source_file,sheet,orientation,source,parserVersion
2026-03-11,fx,Bán (VND-USD) (VCB),26311.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (VCB),26311.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (Free Market),27240.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (Free Market),27240.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (VCB),26311.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (VCB),26311.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (Free Market),27240.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (Free Market),27240.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (VCB),26311.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,fx,Bán (VND-USD) (VCB),26311.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá bán ra,187200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá mua vào,184200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá bán ra,187200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá mua vào,184200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá bán ra,187200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá mua vào,184200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá bán ra,187200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,other_macro,Vàng SJC - Giá mua vào,184200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-11,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0456,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,fx,Bán (VND-USD) (VCB),26314.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá bán ra,186300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá mua vào,183300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá bán ra,186300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá mua vào,183300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá bán ra,186300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá mua vào,183300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá bán ra,186300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,other_macro,Vàng SJC - Giá mua vào,183300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-12,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0424,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,fx,Bán (VND-USD) (VCB),26318.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá bán ra,184800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá mua vào,181800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá bán ra,184800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá mua vào,181800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá bán ra,184800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá mua vào,181800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá bán ra,184800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,other_macro,Vàng SJC - Giá mua vào,181800000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-13,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.04,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (Free Market),27190.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá bán ra,183100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá mua vào,180100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá bán ra,183100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá mua vào,180100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá bán ra,183100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá mua vào,180100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá bán ra,183100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,other_macro,Vàng SJC - Giá mua vào,180100000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-16,rates,Lãi suất bình quân liên ngân hàng qua đêm,0.0396,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (Free Market),27390.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (Free Market),27390.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (Free Market),27390.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (Free Market),27390.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY,row_table,FiinProX Excel Export,fiinprox_excel_v1
2026-03-17,fx,Bán (VND-USD) (VCB),26321.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,HOA_FX_WEEKLY (2),row_table,FiinProX Excel Export,fiinprox_excel_v1
